reading_id,timestamp,site_id,zone_id,sensor_id,ground_displacement_mm,displacement_rate_mm_hr,tilt_angle_deg,tilt_rate_deg_hr,crack_width_mm,crack_rate_mm_hr,vibration_ppv_mms,soil_moisture_pct,sensor_battery_pct,risk_class
1146,2026-02-17T18:00:00.000Z,raniganj-south-slope,zone-d,TL-301,8.72,1.34,0.81,0.47,3.53,0.32,1.90,49,77,Warning
1147,2026-02-17T19:00:00.000Z,singareni-s4,zone-b,EX-201,6.60,1.26,2.22,0.24,1.77,0.50,2.52,61,93,Warning
1148,2026-02-17T20:00:00.000Z,korba-west-bench,zone-a,EX-201,4.15,0.57,0.00,0.07,0.46,0.04,0.12,38,63,Normal
1149,2026-02-17T21:00:00.000Z,jharia-open-pit,zone-a,SN-102,3.42,0.48,0.69,0.14,1.45,0.10,0.10,38,69,Normal
1150,2026-02-17T22:00:00.000Z,korba-west-bench,zone-c,PZ-401,2.90,0.38,0.25,0.14,0.49,0.19,0.75,22,90,Normal
1151,2026-02-17T23:00:00.000Z,jharia-open-pit,zone-d,SN-101,7.30,1.26,2.13,0.39,4.14,0.29,2.10,53,65,Warning
1152,2026-02-18T00:00:00.000Z,singareni-s4,zone-b,SN-101,11.11,2.32,1.26,0.44,3.92,0.26,2.01,54,60,Warning
1153,2026-02-18T01:00:00.000Z,singareni-s4,zone-c,SN-101,2.16,0.19,0.37,0.04,0.88,0.09,1.19,21,90,Normal
1154,2026-02-18T02:00:00.000Z,raniganj-south-slope,zone-b,PZ-401,1.64,0.65,0.54,0.05,0.00,0.01,1.10,24,70,Normal
1155,2026-02-18T03:00:00.000Z,singareni-s4,zone-c,SN-102,12.09,4.99,3.62,0.63,9.11,1.39,3.65,92,88,Critical
1156,2026-02-18T04:00:00.000Z,jharia-open-pit,zone-a,SN-101,11.25,1.88,1.26,0.44,2.83,0.29,1.89,37,61,Warning
1157,2026-02-18T05:00:00.000Z,jharia-open-pit,zone-d,SN-101,2.87,0.58,0.58,0.10,0.87,0.13,0.99,17,72,Normal
1158,2026-02-18T06:00:00.000Z,singareni-s4,zone-b,TL-301,4.36,0.00,0.46,0.04,0.90,0.17,0.31,38,67,Normal
1159,2026-02-18T07:00:00.000Z,singareni-s4,zone-a,TL-301,2.44,0.23,0.05,0.08,1.31,0.17,0.68,19,94,Normal
1160,2026-02-18T08:00:00.000Z,jharia-open-pit,zone-a,TL-301,3.01,0.05,0.17,0.02,1.09,0.16,0.14,28,80,Normal
1161,2026-02-18T09:00:00.000Z,raniganj-south-slope,zone-d,SN-101,3.39,0.11,0.25,0.02,0.32,0.18,0.08,28,99,Normal
1162,2026-02-18T10:00:00.000Z,raniganj-south-slope,zone-d,PZ-401,1.25,0.67,0.61,0.03,1.12,0.01,0.07,29,90,Normal
1163,2026-02-18T11:00:00.000Z,jharia-open-pit,zone-d,SN-102,1.80,0.55,0.54,0.02,0.44,0.05,0.90,21,92,Normal
1164,2026-02-18T12:00:00.000Z,raniganj-south-slope,zone-a,SN-101,10.19,1.75,2.45,0.36,4.42,0.51,1.64,55,71,Warning
1165,2026-02-18T13:00:00.000Z,korba-west-bench,zone-b,SN-101,4.18,0.17,0.09,0.01,0.70,0.15,0.80,32,83,Normal
1166,2026-02-18T14:00:00.000Z,korba-west-bench,zone-a,SN-102,5.99,1.24,2.36,0.25,3.02,0.42,1.95,36,74,Warning
1167,2026-02-18T15:00:00.000Z,singareni-s4,zone-a,TL-301,0.24,0.71,0.47,0.05,0.75,0.02,0.34,20,61,Normal
1168,2026-02-18T16:00:00.000Z,korba-west-bench,zone-c,PZ-401,3.91,0.61,0.66,0.13,0.24,0.12,0.53,22,60,Normal
1169,2026-02-18T17:00:00.000Z,jharia-open-pit,zone-d,SN-101,11.01,2.14,1.78,0.51,3.09,0.61,1.25,45,72,Warning
1170,2026-02-18T18:00:00.000Z,jharia-open-pit,zone-d,SN-102,5.17,1.74,1.23,0.55,1.62,0.64,1.54,53,86,Warning
1171,2026-02-18T19:00:00.000Z,raniganj-south-slope,zone-c,PZ-401,6.04,0.94,1.19,0.27,2.45,0.26,1.46,53,73,Warning
1172,2026-02-18T20:00:00.000Z,jharia-open-pit,zone-c,SN-102,5.18,1.11,1.11,0.19,2.46,0.62,2.66,41,97,Warning
1173,2026-02-18T21:00:00.000Z,singareni-s4,zone-a,SN-102,2.07,0.52,0.65,0.02,0.25,0.01,0.43,16,81,Normal
1174,2026-02-18T22:00:00.000Z,raniganj-south-slope,zone-d,PZ-401,3.99,0.39,0.80,0.11,1.07,0.19,0.40,21,86,Normal
1175,2026-02-18T23:00:00.000Z,jharia-open-pit,zone-d,EX-201,0.58,0.48,0.17,0.02,0.44,0.00,0.10,33,94,Normal
1176,2026-02-19T00:00:00.000Z,singareni-s4,zone-a,EX-201,2.78,0.23,0.27,0.05,1.06,0.01,0.74,19,92,Normal
1177,2026-02-19T01:00:00.000Z,raniganj-south-slope,zone-b,EX-201,2.95,0.24,0.76,0.04,1.12,0.00,0.10,38,75,Normal
1178,2026-02-19T02:00:00.000Z,raniganj-south-slope,zone-b,PZ-401,0.21,0.71,0.25,0.09,1.34,0.01,0.13,19,63,Normal
1179,2026-02-19T03:00:00.000Z,korba-west-bench,zone-d,PZ-401,1.75,0.55,0.25,0.02,0.94,0.01,0.52,36,66,Normal
1180,2026-02-19T04:00:00.000Z,singareni-s4,zone-b,SN-101,5.85,2.11,2.27,0.42,3.67,0.75,1.22,48,63,Warning
1181,2026-02-19T05:00:00.000Z,singareni-s4,zone-c,TL-301,0.74,0.70,0.61,0.07,0.11,0.17,0.83,21,72,Normal
1182,2026-02-19T06:00:00.000Z,singareni-s4,zone-b,EX-201,0.79,0.80,0.27,0.02,0.63,0.11,1.07,17,71,Normal
1183,2026-02-19T07:00:00.000Z,jharia-open-pit,zone-d,TL-301,1.47,0.28,0.44,0.06,0.03,0.08,1.00,37,71,Normal
1184,2026-02-19T08:00:00.000Z,singareni-s4,zone-a,PZ-401,4.02,0.61,0.50,0.01,1.41,0.07,0.93,35,78,Normal
1185,2026-02-19T09:00:00.000Z,raniganj-south-slope,zone-b,TL-301,7.31,1.13,1.72,0.49,3.24,0.72,1.83,47,76,Warning
1186,2026-02-19T10:00:00.000Z,singareni-s4,zone-b,SN-101,3.95,0.52,0.15,0.02,0.12,0.10,0.87,36,93,Normal
1187,2026-02-19T11:00:00.000Z,korba-west-bench,zone-b,TL-301,2.89,0.33,0.04,0.06,0.30,0.18,1.09,39,65,Normal
1188,2026-02-19T12:00:00.000Z,singareni-s4,zone-d,EX-201,3.14,0.63,0.07,0.08,0.04,0.19,0.75,35,96,Normal
1189,2026-02-19T13:00:00.000Z,raniganj-south-slope,zone-a,SN-101,4.35,0.09,0.27,0.14,0.57,0.08,0.07,29,65,Normal
1190,2026-02-19T14:00:00.000Z,raniganj-south-slope,zone-d,EX-201,3.51,0.71,0.09,0.04,1.01,0.09,1.08,18,86,Normal
1191,2026-02-19T15:00:00.000Z,raniganj-south-slope,zone-b,PZ-401,11.15,1.57,1.68,0.22,4.01,0.34,2.29,37,70,Warning
1192,2026-02-19T16:00:00.000Z,korba-west-bench,zone-b,SN-101,0.91,0.50,0.79,0.07,1.44,0.14,0.29,18,65,Normal
1193,2026-02-19T17:00:00.000Z,raniganj-south-slope,zone-a,SN-101,8.61,0.98,1.73,0.23,2.98,0.63,2.87,47,89,Warning
1194,2026-02-19T18:00:00.000Z,jharia-open-pit,zone-a,SN-102,29.35,4.78,3.67,1.55,6.84,1.56,6.01,62,65,Critical
1195,2026-02-19T19:00:00.000Z,singareni-s4,zone-c,EX-201,4.34,0.11,0.50,0.06,1.29,0.08,0.81,27,90,Normal
1196,2026-02-19T20:00:00.000Z,korba-west-bench,zone-c,SN-101,18.63,2.58,4.19,1.69,9.70,1.38,2.58,83,82,Critical
1197,2026-02-19T21:00:00.000Z,korba-west-bench,zone-b,PZ-401,3.10,0.47,0.13,0.08,0.53,0.05,1.06,16,71,Normal
1198,2026-02-19T22:00:00.000Z,jharia-open-pit,zone-c,SN-101,1.51,0.72,0.56,0.08,0.14,0.07,0.94,22,83,Normal
1199,2026-02-19T23:00:00.000Z,jharia-open-pit,zone-d,SN-101,10.46,1.79,0.93,0.30,2.71,0.39,2.63,55,86,Warning
1200,2026-02-20T00:00:00.000Z,raniganj-south-slope,zone-c,SN-102,4.09,0.49,0.08,0.04,0.24,0.18,1.16,34,69,Normal
1201,2026-02-20T01:00:00.000Z,jharia-open-pit,zone-d,PZ-401,1.02,0.71,0.65,0.06,0.18,0.17,0.44,34,94,Normal
1202,2026-02-20T02:00:00.000Z,jharia-open-pit,zone-d,EX-201,23.66,5.68,5.81,1.64,7.88,2.27,6.30,89,94,Critical
1203,2026-02-20T03:00:00.000Z,jharia-open-pit,zone-b,EX-201,0.76,0.68,0.19,0.09,0.37,0.14,1.20,36,82,Normal
1204,2026-02-20T04:00:00.000Z,raniganj-south-slope,zone-b,TL-301,4.32,0.57,0.24,0.01,1.04,0.04,0.97,21,61,Normal
1205,2026-02-20T05:00:00.000Z,jharia-open-pit,zone-b,SN-102,11.46,1.49,0.84,0.18,4.29,0.41,2.19,54,92,Warning
1206,2026-02-20T06:00:00.000Z,korba-west-bench,zone-b,PZ-401,9.89,1.11,2.08,0.16,2.41,0.68,2.79,46,79,Warning
1207,2026-02-20T07:00:00.000Z,korba-west-bench,zone-c,PZ-401,17.56,6.52,2.84,0.77,10.66,2.09,4.80,80,76,Critical
1208,2026-02-20T08:00:00.000Z,jharia-open-pit,zone-a,TL-301,25.88,4.77,3.83,1.57,12.27,1.30,3.42,89,75,Critical
1209,2026-02-20T09:00:00.000Z,korba-west-bench,zone-b,EX-201,5.87,1.51,1.32,0.48,2.68,0.68,1.47,49,68,Warning
1210,2026-02-20T10:00:00.000Z,korba-west-bench,zone-a,PZ-401,6.67,1.26,1.54,0.55,3.33,0.71,1.41,50,78,Warning
1211,2026-02-20T11:00:00.000Z,jharia-open-pit,zone-c,EX-201,19.44,3.67,5.76,1.24,6.16,2.38,3.07,71,61,Critical
1212,2026-02-20T12:00:00.000Z,singareni-s4,zone-a,TL-301,3.88,0.06,0.04,0.07,1.18,0.05,1.12,27,73,Normal
1213,2026-02-20T13:00:00.000Z,singareni-s4,zone-c,TL-301,2.73,0.16,0.54,0.04,0.43,0.12,0.17,22,61,Normal
1214,2026-02-20T14:00:00.000Z,raniganj-south-slope,zone-c,PZ-401,9.81,2.39,1.79,0.23,3.60,0.54,1.88,51,61,Warning
1215,2026-02-20T15:00:00.000Z,raniganj-south-slope,zone-d,PZ-401,2.01,0.23,0.08,0.08,0.90,0.12,0.19,26,60,Normal
1216,2026-02-20T16:00:00.000Z,jharia-open-pit,zone-c,SN-102,2.47,0.02,0.70,0.11,0.13,0.16,,18,65,Normal
1217,2026-02-20T17:00:00.000Z,korba-west-bench,zone-c,SN-101,5.71,2.05,1.44,0.36,2.18,0.48,2.18,56,71,Warning
1218,2026-02-20T18:00:00.000Z,raniganj-south-slope,zone-c,PZ-401,2.01,0.21,0.09,0.03,0.71,0.11,0.88,25,98,Normal
1219,2026-02-20T19:00:00.000Z,korba-west-bench,zone-a,TL-301,3.89,0.27,0.21,0.10,0.77,0.09,0.94,24,79,Normal
1220,2026-02-20T20:00:00.000Z,singareni-s4,zone-d,SN-101,1.59,0.62,0.28,0.13,1.12,0.08,0.13,22,83,Normal
1221,2026-02-20T21:00:00.000Z,jharia-open-pit,zone-c,SN-101,4.13,0.33,0.07,0.09,1.15,0.11,0.85,29,75,Normal
1222,2026-02-20T22:00:00.000Z,raniganj-south-slope,zone-b,TL-301,3.06,0.78,0.34,0.05,1.26,0.14,0.94,35,72,Normal
1223,2026-02-20T23:00:00.000Z,korba-west-bench,zone-a,EX-201,2.01,0.22,0.48,0.01,0.22,0.02,0.93,23,65,Normal
1224,2026-02-21T00:00:00.000Z,singareni-s4,zone-c,TL-301,1.88,0.13,0.06,0.13,1.36,0.18,1.08,23,81,Normal
1225,2026-02-21T01:00:00.000Z,singareni-s4,zone-b,PZ-401,27.91,4.02,3.13,0.92,11.94,1.16,4.41,83,86,Critical
1226,2026-02-21T02:00:00.000Z,jharia-open-pit,zone-d,TL-301,1.07,0.23,0.30,0.12,0.98,0.18,0.82,35,84,Normal
1227,2026-02-21T03:00:00.000Z,raniganj-south-slope,zone-c,EX-201,1.90,0.67,0.67,0.13,1.43,0.15,0.26,31,63,Normal
1228,2026-02-21T04:00:00.000Z,korba-west-bench,zone-d,PZ-401,2.42,0.12,0.77,0.03,1.02,0.15,0.34,27,66,Normal
1229,2026-02-21T05:00:00.000Z,jharia-open-pit,zone-c,TL-301,4.05,0.54,0.23,0.13,0.96,0.04,0.61,37,98,Normal
1230,2026-02-21T06:00:00.000Z,korba-west-bench,zone-b,SN-102,11.24,2.10,1.62,0.54,1.57,0.59,1.50,63,98,Warning
1231,2026-02-21T07:00:00.000Z,jharia-open-pit,zone-d,EX-201,0.98,0.50,0.52,0.02,1.00,0.06,0.63,39,63,Normal
1232,2026-02-21T08:00:00.000Z,singareni-s4,zone-b,SN-101,4.13,0.57,0.68,0.02,1.21,0.17,0.90,29,91,Normal
1233,2026-02-21T09:00:00.000Z,raniganj-south-slope,zone-a,SN-102,3.69,0.56,0.51,0.11,1.24,0.14,0.08,33,99,Normal
1234,2026-02-21T10:00:00.000Z,korba-west-bench,zone-b,PZ-401,1.36,0.14,0.44,0.04,1.22,0.08,0.92,31,71,Normal
1235,2026-02-21T11:00:00.000Z,korba-west-bench,zone-a,TL-301,0.17,0.46,0.28,0.09,1.30,0.05,1.02,30,73,Normal
1236,2026-02-21T12:00:00.000Z,singareni-s4,zone-a,SN-102,23.14,3.31,5.24,1.11,6.72,1.44,5.08,73,75,Critical
1237,2026-02-21T13:00:00.000Z,korba-west-bench,zone-a,TL-301,24.62,6.59,4.27,1.57,6.40,0.99,4.36,71,63,Critical
1238,2026-02-21T14:00:00.000Z,singareni-s4,zone-c,SN-101,0.47,0.30,0.37,0.07,0.45,0.20,0.00,37,93,Normal
1239,2026-02-21T15:00:00.000Z,raniganj-south-slope,zone-c,SN-101,2.51,0.11,0.58,0.12,1.44,0.15,0.89,28,67,Normal
1240,2026-02-21T16:00:00.000Z,korba-west-bench,zone-a,EX-201,1.21,0.42,0.46,0.13,0.07,0.03,0.48,20,99,Normal
1241,2026-02-21T17:00:00.000Z,korba-west-bench,zone-d,EX-201,1.13,0.38,0.45,0.13,0.03,0.10,1.16,20,86,Normal
1242,2026-02-21T18:00:00.000Z,korba-west-bench,zone-c,TL-301,9.83,1.51,1.62,0.53,1.73,0.26,2.47,38,94,Warning
1243,2026-02-21T19:00:00.000Z,korba-west-bench,zone-d,EX-201,1.45,0.74,0.42,0.07,0.90,0.13,0.89,37,97,Normal
1244,2026-02-21T20:00:00.000Z,jharia-open-pit,zone-c,PZ-401,2.81,0.13,0.78,0.14,0.15,0.03,0.56,29,95,Normal
1245,2026-02-21T21:00:00.000Z,jharia-open-pit,zone-d,EX-201,2.85,0.14,0.09,0.09,0.76,0.18,,30,72,Normal
1246,2026-02-21T22:00:00.000Z,jharia-open-pit,zone-d,TL-301,29.90,2.94,3.75,1.41,5.73,1.71,2.56,84,90,Critical
1247,2026-02-21T23:00:00.000Z,korba-west-bench,zone-a,TL-301,15.48,4.57,4.89,1.58,8.59,2.20,2.69,82,71,Critical
1248,2026-02-22T00:00:00.000Z,korba-west-bench,zone-a,EX-201,4.45,0.64,0.35,0.14,0.17,0.14,0.97,21,74,Normal
1249,2026-02-22T01:00:00.000Z,raniganj-south-slope,zone-d,EX-201,9.44,1.90,1.85,0.50,3.52,0.22,1.91,40,87,Warning
1250,2026-02-22T02:00:00.000Z,jharia-open-pit,zone-b,SN-102,7.45,1.31,2.48,0.16,2.24,0.54,1.98,47,78,Warning
1251,2026-02-22T03:00:00.000Z,jharia-open-pit,zone-b,SN-102,29.53,5.04,4.02,0.82,4.86,2.33,3.14,86,89,Critical
1252,2026-02-22T04:00:00.000Z,raniganj-south-slope,zone-d,EX-201,1.92,0.01,0.49,0.01,0.04,0.13,0.82,30,92,Normal
1253,2026-02-22T05:00:00.000Z,singareni-s4,zone-d,SN-102,10.32,1.18,2.31,0.49,2.35,0.38,1.85,44,68,Warning
1254,2026-02-22T06:00:00.000Z,jharia-open-pit,zone-c,PZ-401,5.58,2.27,1.38,0.28,4.19,0.62,1.94,38,92,Warning
1255,2026-02-22T07:00:00.000Z,singareni-s4,zone-a,TL-301,4.50,0.48,0.69,0.00,0.87,0.01,0.15,34,94,Normal
1256,2026-02-22T08:00:00.000Z,jharia-open-pit,zone-b,SN-101,3.92,0.79,0.31,0.14,0.48,0.06,0.04,32,79,Normal
1257,2026-02-22T09:00:00.000Z,jharia-open-pit,zone-a,PZ-401,19.25,3.40,4.15,1.35,5.50,2.12,3.66,92,78,Critical
1258,2026-02-22T10:00:00.000Z,korba-west-bench,zone-b,PZ-401,3.16,0.05,0.04,0.02,0.31,0.00,0.79,33,60,Normal
1259,2026-02-22T11:00:00.000Z,korba-west-bench,zone-d,EX-201,20.94,2.95,4.67,0.92,6.36,1.56,4.34,88,81,Critical
1260,2026-02-22T12:00:00.000Z,korba-west-bench,zone-d,SN-102,28.41,4.83,4.21,0.74,12.08,1.90,5.25,63,60,Critical
1261,2026-02-22T13:00:00.000Z,raniganj-south-slope,zone-c,EX-201,24.42,3.35,4.07,0.71,6.67,0.95,5.52,93,67,Critical
1262,2026-02-22T14:00:00.000Z,raniganj-south-slope,zone-c,SN-102,4.41,0.19,0.29,0.01,0.88,0.17,0.08,26,71,Normal
1263,2026-02-22T15:00:00.000Z,korba-west-bench,zone-a,SN-102,1.98,0.15,0.13,0.13,0.15,0.02,0.66,38,86,Normal
1264,2026-02-22T16:00:00.000Z,korba-west-bench,zone-c,SN-102,8.52,1.53,2.45,0.47,1.75,0.69,1.54,62,99,Warning
1265,2026-02-22T17:00:00.000Z,jharia-open-pit,zone-a,PZ-401,25.75,3.82,5.48,1.08,11.93,1.18,4.88,83,98,Critical
1266,2026-02-22T18:00:00.000Z,jharia-open-pit,zone-c,EX-201,3.74,0.01,0.53,0.10,1.41,0.08,0.45,34,95,Normal
1267,2026-02-22T19:00:00.000Z,jharia-open-pit,zone-c,SN-102,0.96,0.33,0.34,0.08,0.10,0.15,0.42,27,73,Normal
1268,2026-02-22T20:00:00.000Z,korba-west-bench,zone-d,SN-101,0.67,0.47,0.15,0.09,0.53,0.06,0.02,24,67,Normal
1269,2026-02-22T21:00:00.000Z,raniganj-south-slope,zone-a,EX-201,3.63,0.31,0.32,0.04,1.03,0.14,0.57,36,71,Normal
1270,2026-02-22T22:00:00.000Z,raniganj-south-slope,zone-b,PZ-401,9.04,1.26,1.60,0.30,3.84,0.22,1.97,40,81,Warning
1271,2026-02-22T23:00:00.000Z,jharia-open-pit,zone-b,SN-102,6.59,1.96,0.84,0.35,2.82,0.21,1.97,57,65,Warning
1272,2026-02-23T00:00:00.000Z,jharia-open-pit,zone-d,PZ-401,0.35,0.18,0.00,0.06,1.35,0.08,0.97,17,76,Normal
1273,2026-02-23T01:00:00.000Z,singareni-s4,zone-a,SN-101,1.15,0.62,0.55,0.02,0.03,0.08,1.04,35,74,Normal
1274,2026-02-23T02:00:00.000Z,korba-west-bench,zone-b,SN-102,6.00,1.24,1.70,0.58,3.58,0.57,2.13,42,72,Warning
1275,2026-02-23T03:00:00.000Z,korba-west-bench,zone-b,EX-201,6.07,0.97,1.62,0.58,3.25,0.74,1.31,47,74,Warning
1276,2026-02-23T04:00:00.000Z,korba-west-bench,zone-b,SN-101,2.22,0.15,0.07,0.05,0.58,0.10,0.16,20,67,Normal
1277,2026-02-23T05:00:00.000Z,singareni-s4,zone-b,SN-102,1.72,0.45,0.71,0.13,0.12,0.13,0.25,18,64,Normal
1278,2026-02-23T06:00:00.000Z,raniganj-south-slope,zone-b,EX-201,2.34,0.67,0.71,0.00,0.70,0.03,0.10,20,88,Normal
1279,2026-02-23T07:00:00.000Z,jharia-open-pit,zone-b,SN-102,3.76,0.46,0.03,0.06,1.44,0.07,0.73,22,75,Normal
1280,2026-02-23T08:00:00.000Z,jharia-open-pit,zone-c,PZ-401,2.85,0.13,0.48,0.09,0.18,0.04,0.46,37,80,Normal
1281,2026-02-23T09:00:00.000Z,jharia-open-pit,zone-b,SN-102,2.19,0.55,0.65,0.04,0.49,0.15,0.89,32,67,Normal
1282,2026-02-23T10:00:00.000Z,singareni-s4,zone-b,PZ-401,9.47,1.04,1.44,0.27,3.08,0.71,1.22,60,90,Warning
1283,2026-02-23T11:00:00.000Z,raniganj-south-slope,zone-a,SN-102,9.93,2.10,1.31,0.16,2.50,0.37,2.06,46,91,Warning
1284,2026-02-23T12:00:00.000Z,singareni-s4,zone-c,SN-101,1.56,0.01,0.41,0.09,0.64,0.05,0.08,17,79,Normal
1285,2026-02-23T13:00:00.000Z,singareni-s4,zone-c,TL-301,3.18,0.25,0.26,0.07,0.25,0.11,1.07,27,61,Normal
1286,2026-02-23T14:00:00.000Z,korba-west-bench,zone-b,PZ-401,7.85,0.86,1.46,0.40,4.58,0.66,2.54,37,73,Warning
1287,2026-02-23T15:00:00.000Z,raniganj-south-slope,zone-a,EX-201,23.85,3.23,2.70,0.51,11.02,1.46,2.87,94,90,Critical
1288,2026-02-23T16:00:00.000Z,korba-west-bench,zone-d,PZ-401,6.36,0.97,1.30,0.30,4.50,0.62,2.15,37,99,Warning
1289,2026-02-23T17:00:00.000Z,jharia-open-pit,zone-a,TL-301,3.88,0.15,0.79,0.05,1.45,0.07,0.96,20,69,Normal
1290,2026-02-23T18:00:00.000Z,jharia-open-pit,zone-c,SN-102,7.26,1.77,1.65,0.22,3.62,0.69,1.81,44,97,Warning
1291,2026-02-23T19:00:00.000Z,jharia-open-pit,zone-b,SN-102,2.41,0.68,0.35,0.04,0.82,0.14,0.83,27,82,Normal
1292,2026-02-23T20:00:00.000Z,jharia-open-pit,zone-a,TL-301,8.39,1.89,1.69,0.52,1.94,0.74,2.90,50,79,Warning
1293,2026-02-23T21:00:00.000Z,raniganj-south-slope,zone-c,EX-201,1.28,0.62,0.33,0.13,0.75,0.08,1.11,33,68,Normal
1294,2026-02-23T22:00:00.000Z,jharia-open-pit,zone-b,TL-301,0.75,0.40,0.43,0.04,1.44,0.15,1.20,32,88,Normal
1295,2026-02-23T23:00:00.000Z,jharia-open-pit,zone-b,TL-301,3.08,0.35,0.32,0.01,0.90,0.15,0.25,15,66,Normal
1296,2026-02-24T00:00:00.000Z,korba-west-bench,zone-c,SN-102,3.90,0.38,0.77,0.15,0.38,0.10,0.09,19,77,Normal
1297,2026-02-24T01:00:00.000Z,singareni-s4,zone-b,SN-101,2.34,0.68,0.75,0.05,0.24,0.18,0.39,25,62,Normal
1298,2026-02-24T02:00:00.000Z,singareni-s4,zone-c,PZ-401,0.88,0.51,0.05,0.09,1.01,0.08,0.23,30,91,Normal
1299,2026-02-24T03:00:00.000Z,korba-west-bench,zone-b,SN-101,6.85,2.37,1.44,0.57,1.72,0.65,2.30,60,73,Warning
1300,2026-02-24T04:00:00.000Z,raniganj-south-slope,zone-a,PZ-401,1.04,0.52,0.67,0.14,0.17,0.16,0.88,22,96,Normal
1301,2026-02-24T05:00:00.000Z,korba-west-bench,zone-d,PZ-401,8.48,0.95,0.85,0.48,1.76,0.59,1.38,62,68,Warning
1302,2026-02-24T06:00:00.000Z,raniganj-south-slope,zone-a,SN-102,10.83,1.89,1.67,0.44,4.50,0.53,2.70,50,71,Warning
1303,2026-02-24T07:00:00.000Z,korba-west-bench,zone-a,EX-201,7.68,1.50,2.56,0.43,2.05,0.40,1.99,44,77,Warning
1304,2026-02-24T08:00:00.000Z,korba-west-bench,zone-a,SN-102,0.38,0.62,0.77,0.06,0.91,0.12,0.97,37,70,Normal
1305,2026-02-24T09:00:00.000Z,jharia-open-pit,zone-b,PZ-401,11.46,2.35,1.22,0.32,1.74,0.71,2.50,48,84,Warning
1306,2026-02-24T10:00:00.000Z,singareni-s4,zone-c,EX-201,0.57,0.21,0.32,0.06,0.53,0.19,0.07,17,61,Normal
1307,2026-02-24T11:00:00.000Z,raniganj-south-slope,zone-c,SN-101,27.02,4.13,3.61,1.62,5.30,1.65,6.21,69,86,Critical
1308,2026-02-24T12:00:00.000Z,singareni-s4,zone-d,SN-102,2.01,0.69,0.10,0.15,0.20,0.07,0.73,18,79,Normal
1309,2026-02-24T13:00:00.000Z,korba-west-bench,zone-b,SN-102,25.30,4.00,4.20,1.42,12.19,2.42,5.23,92,70,Critical
1310,2026-02-24T14:00:00.000Z,raniganj-south-slope,zone-d,TL-301,0.06,0.77,0.58,0.07,1.39,0.17,0.08,29,84,Normal
1311,2026-02-24T15:00:00.000Z,singareni-s4,zone-d,TL-301,21.69,2.92,3.58,1.01,8.18,2.44,3.13,63,87,Critical
1312,2026-02-24T16:00:00.000Z,korba-west-bench,zone-c,TL-301,2.11,0.36,0.52,0.05,1.38,0.05,1.05,39,61,Normal
1313,2026-02-24T17:00:00.000Z,raniganj-south-slope,zone-b,TL-301,18.37,2.50,5.54,0.54,9.38,2.00,4.19,62,96,Critical
1314,2026-02-24T18:00:00.000Z,jharia-open-pit,zone-b,EX-201,1.48,0.76,0.62,0.15,0.75,0.19,0.85,15,66,Normal
1315,2026-02-24T19:00:00.000Z,raniganj-south-slope,zone-c,SN-101,6.88,0.86,1.24,0.17,3.55,0.59,2.46,57,86,Warning
1316,2026-02-24T20:00:00.000Z,korba-west-bench,zone-c,SN-101,3.80,0.13,0.62,0.00,0.41,0.05,1.10,26,89,Normal
1317,2026-02-24T21:00:00.000Z,raniganj-south-slope,zone-b,SN-101,10.73,1.07,0.93,0.30,3.04,0.71,2.80,58,85,Warning
1318,2026-02-24T22:00:00.000Z,korba-west-bench,zone-c,PZ-401,4.48,0.59,0.23,0.13,0.56,0.07,0.34,26,84,Normal
1319,2026-02-24T23:00:00.000Z,korba-west-bench,zone-b,TL-301,1.65,0.07,0.13,0.12,0.04,0.12,0.36,28,95,Normal
1320,2026-02-25T00:00:00.000Z,jharia-open-pit,zone-d,SN-102,2.64,0.58,0.42,0.13,1.27,0.17,0.13,26,82,Normal
1321,2026-02-25T01:00:00.000Z,jharia-open-pit,zone-b,TL-301,3.85,0.54,0.66,0.12,1.36,0.14,0.84,23,97,Normal
1322,2026-02-25T02:00:00.000Z,singareni-s4,zone-c,SN-102,4.14,0.01,0.25,0.13,0.46,0.05,0.78,39,77,Normal
1323,2026-02-25T03:00:00.000Z,raniganj-south-slope,zone-d,SN-102,4.41,0.07,0.01,0.06,1.32,0.16,1.12,27,62,Normal
1324,2026-02-25T04:00:00.000Z,korba-west-bench,zone-a,TL-301,6.21,1.64,2.57,0.32,1.64,0.64,1.91,43,71,Warning
1325,2026-02-25T05:00:00.000Z,korba-west-bench,zone-d,SN-102,2.22,0.65,0.64,0.01,0.45,0.01,0.41,37,62,Normal
1326,2026-02-25T06:00:00.000Z,korba-west-bench,zone-d,EX-201,13.95,2.60,4.72,1.58,12.11,1.79,6.22,81,92,Critical
1327,2026-02-25T07:00:00.000Z,korba-west-bench,zone-c,SN-101,10.85,2.13,2.10,0.31,4.13,0.46,2.23,40,84,Warning
1328,2026-02-25T08:00:00.000Z,singareni-s4,zone-a,PZ-401,1.42,0.72,0.69,0.07,1.12,0.20,0.80,22,69,Normal
1329,2026-02-25T09:00:00.000Z,jharia-open-pit,zone-d,EX-201,11.19,1.52,2.33,0.28,2.75,0.25,2.60,51,92,Warning
1330,2026-02-25T10:00:00.000Z,jharia-open-pit,zone-b,TL-301,17.57,6.76,4.85,1.46,9.67,1.06,4.04,75,60,Critical
